episode_id,name,role_detail,role_group_normalized
El_desorden_que_dejas_S01E03_End,NOA RODRÍGUEZ,Diseño,Additional Crew
El_desorden_que_dejas_S01E03_End,LAURA CAVIA,Composición 2D,Additional Crew
El_desorden_que_dejas_S01E03_End,JOAQUÍN GUTIÉRREZ,Composición 2D,Additional Crew
El_desorden_que_dejas_S01E03_End,MARINA ALBERCH,Animación Logo,Animation Department
El_desorden_que_dejas_S01E03_End,NURIA MATEOS,Producción,Production Managers
El_desorden_que_dejas_S01E03_End,ÓSCAR VILLAGRÁN BURAGLIA,Producción,Production Managers
El_desorden_que_dejas_S01E03_End,Xoel López García Cabezón,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Xoel López,Interpretado por,Cast
El_desorden_que_dejas_S01E03_End,Luis Rozalen,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Juan Carlos Ordóñez,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Discodé,Interpretada por,Cast
El_desorden_que_dejas_S01E03_End,James Thomas,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Rush Week,Interpretada por,Cast
El_desorden_que_dejas_S01E03_End,Chenta Tsai Tseng,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Putochinomaricón,Interpretado por,Cast
El_desorden_que_dejas_S01E03_End,Alejandro López,Escrito e interpretado por,Composers
El_desorden_que_dejas_S01E03_End,Joseph Moore,Escrito,Writers
El_desorden_que_dejas_S01E03_End,Madeline Mae,Escrito,Writers
El_desorden_que_dejas_S01E03_End,Maddie Mae,Interpretado por,Cast
El_desorden_que_dejas_S01E03_End,Guille Milkyway,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,La Casa Azul,Interpretado por,Cast
El_desorden_que_dejas_S01E03_End,Iván González,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Eva López,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Bruno Mosquera,Escrito por,Writers
El_desorden_que_dejas_S01E03_End,Linda Guilala,Interpretado por,Cast
El_desorden_que_dejas_S01E03_End,BANALE,Material de Producción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,VACA FILMS,Material de Producción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,TOBOGGAN,Cámara y Walkies,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,BLUESCREEN,Splashbag y Luz Subacuática,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,SooS,Maquinaria y Grúas,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,FR SPORT,Cámara Car,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,GRIP CREW,Grip,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,OCTOCAMVISION,Dron,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,FILAMENTO,Iluminación y Grupo Electrógeno,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,CABAGER,Grupo Electrógeno,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,LA PANIFICADORA,Material de Sonido,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,IN EXTREMIS FILM SERVICES,Material Efectos Especiales y Armería,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,SERIFOR,Material Efectos Especiales y Armería,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,JESÚS LESTA,Maestro Armero,Special Effects
El_desorden_que_dejas_S01E03_End,ESCONSET,Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,GIG ELECTRIFICACIONES ESCENOGRÁFICAS,Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,JOSE FRANCISCO GUDGE (EL PINTOR DE LA CASA),Construcción,Art Department
El_desorden_que_dejas_S01E03_End,LÍNEA GRÁFICA,Impresiones Gráficas,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,SUTEGA,Impresiones Gráficas,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,MANEL DECORACIÓN,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,PALACIO DE CONGRESOS SANTIAGO,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,ISADORA,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,STERIS IBERIA,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,EXPOCORUÑA,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,VIVEROS BRANDAIZ,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,MADRESELVA FLORES,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,ASOCIACIÓN RETO,Alquiler Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,RENDEULES SUMINISTROS,Compras Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,BERTHA HOGAR,Compras Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,EL MUNDO DEL PAPEL PINTADO,Compras Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,FLORES PATIÑO,Compras Mobiliario y Ambientación,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Mª ÁNGELES SÁNCHEZ FANDIÑO,Compras Mobiliario y Ambientación,Art Department
El_desorden_que_dejas_S01E03_End,PINTURAS ISAVAL,Compras Fungibles y Varios Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,MADELAS LAMELAS,Compras Fungibles y Varios Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,TORRES Y SAEZ,Compras Fungibles y Varios Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,RUIZ Y PENADES,Compras Fungibles y Varios Construcción,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,DEMETRIO,Alquiler Camión Cámara,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,AUTOS BREA,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,IMPULSA,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,SERVILUGO,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,LUIS CABEZAZ,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,CAR RENT MILLADOIRO,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,CLEAN CAR LUGO,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,MANELL MOTOR A CORUÑA,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,AUTOCASION NOROESTE,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,SIXT RENT A CART,Alquiler Vehículos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,FASTER,ETT Figuración,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,O XARDÍN DE ÁRBORE,Catering,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,ALFONSIN DIGITAL LAB,Discos Duros y Back Up,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,NEOVIDEO,Discos Duros y Back Up,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,DELUXE 103,Estudios de Doblaje,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL CELANOVA,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL FRANCISCO II,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL BARCELÓ OURENSE,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL ALTIANA,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL AVENIDA,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL PLAZA,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,RECTORAL DE ANSEMIL,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,JARDINES PAZO A FÁBRICA,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL MIRAVALLE,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,HOTEL RIAZOR,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,GRAN HOTEL DE LUGO,Alojamientos,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,TAPREGA,Prevención Riesgos Laborales,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,AON,Seguro de Rodaje,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,FLOOR CLEANING,Limpieza,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,REMIRO LIMPIEZAS,Limpieza,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,GLOBALIA CORPORATE TRAVEL,Agencia de Viajes,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,ASESORIA CRISTINA MARTÍNEZ,Asesoría,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,GARRIGUES,Servicios Legales,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,JAVIER VÁZQUEZ,Servicios Legales,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,CAIXABANK,Servicios Financieros,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,NICOLAS AKIN,Traducciones Inglés,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,DANIELLE SCHLEIF,Traducciones Inglés,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,JOSÉ ÁNGEL ARES,Storyboard,Art Department
El_desorden_que_dejas_S01E03_End,FERNANDO DEL POZO,Grafista,Art Department
El_desorden_que_dejas_S01E03_End,LORENZO DOMÍNGUEZ GARCÍA,Dibujante,Art Department
El_desorden_que_dejas_S01E03_End,Concello de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Escuela Oficial de Idiomas de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Celanova,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,IES Celso Emilio Ferreiro Celanova,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Autoridad Portuaria de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Jefatura Provincial de Tráfico de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Policía Municipal de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Casa Cartilla La Mancha de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Hop! Estudio,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Parroquia de Santa Eulalia de Lians,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Universidade da Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Centro Universitario de Riazor,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,La Normal,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Escuela Técnica Superior de Náutica,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Máquinas de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Hospital del Socorro,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Aspronaga,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,CEE Nuestra Señora de Lourdes,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Policía Municipal de Celanova,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Centro Sociocultural de Celanova - Xunta de Galicia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Café Bar Bohemia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Ribadavia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Protección Civil de Ribadavia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Centro Sociocultural de Ribadavia - Xunta de Galicia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Confederación Hidrográfica Miño-Sil,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Bande,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Protección Civil de Bande,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Fundación Aqua Querquennae Via Nova,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de A Capela,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de A Laracha,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Protección Civil A Laracha,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Betanzos,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Cambre,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Carral,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Coirós,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Culleredo,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Oleiros,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Orros,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Miño,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Santiago de Compostela,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Concello de Sober,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Jefatura Provincial de Tráfico de Lugo,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Complejo Hospitalario Universitario de Ferrol,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Naturgy,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,ESADG,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,"Consellería de Educación, Universidade e Formación Profesional",AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Consellería de Política Social,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Consellería de Sanidade e Servizo Galego de Saúde,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,"Consellería de Medioambiente, Territorio e Vivenda",AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Aguas de Galicia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Fede Pérez,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Jorge Souto,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Ramisa Projects & Fun,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Gadis,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Luis Tourón (Unique),AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Adolfo Domínguez,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Andrés Machado,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Cecilia de Rafael SAMBURU,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Certina,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Eme,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,GAPO,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Merc,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Mira para min,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Oky,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Punto Blanco,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Sandro,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Selmark,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Swatch,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Época,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Un burro de cine,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Cuarto Ropero,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Hotel Plaza,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Hotel Riazor,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Escola de Imaxe e Son de Vigo,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Escola de Imaxe e Son de A Coruña,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Toyota España,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,DS Automobiles España,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Dirección General de la Guardia Civil,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,BQ España,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Power Case Ibérica (Vant),AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Duravit España,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Chicon Medical,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Primux trading,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Kaotiko,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Eme Mode,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Paco y Lola Adega e Viñedos,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,HGA Bodegas y Viñedos de Altura,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Mabo Farma,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Marquide licores,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Lenda Pet Food,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Piensos Lobo Azul,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Ataúdes Gallego,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Luis Cabezal Prevención,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,La vida es Huella,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Comunicación Complexo Hospitalario de Santiago,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Librería CONde,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Párrocos de Adigna (Sanxenxo) y Simes (Meaño),AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Juan Carlos Núñez Taxidermia,AGRADECIMIENTOS,Thanks
El_desorden_que_dejas_S01E03_End,Vaca Net TV,Una producción de,Production Companies
El_desorden_que_dejas_S01E03_End,Gobierno de España,Colaboración del Gobierno de España,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Eclair Studios Germany,Studio,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Ilse Layer,Übersetzung,Additional Crew
El_desorden_que_dejas_S01E03_End,Dr. Michael Nowka,Dialogbuch,Sound Department
El_desorden_que_dejas_S01E03_End,Christian Voigt,Aufnahme,Sound Department
El_desorden_que_dejas_S01E03_End,Rabea Matthies,Schnitt,Editorial Department
El_desorden_que_dejas_S01E03_End,Nico Hohlfeld,Schnitt,Editorial Department
El_desorden_que_dejas_S01E03_End,Juliane Kiesel,Aufnahmeleitung,Production Managers
El_desorden_que_dejas_S01E03_End,Matthias Schwab,Mischung,Sound Department
El_desorden_que_dejas_S01E03_End,Maximilian Fleming,Produktionsleitung,Production Managers
El_desorden_que_dejas_S01E03_End,eclair STUDIOS,,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,NETFLIX INTERNATIONAL DUBBING,,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Kaya Möller,Raquel,Cast
El_desorden_que_dejas_S01E03_End,Manja Doering,Viruca,Cast
El_desorden_que_dejas_S01E03_End,Jannik Endemann,Germán,Cast
El_desorden_que_dejas_S01E03_End,Amadeus Strobl,Iago,Cast
El_desorden_que_dejas_S01E03_End,Max Felder,Roi,Cast
El_desorden_que_dejas_S01E03_End,Oliver Siebeck,Mauro,Cast
El_desorden_que_dejas_S01E03_End,Alice Bauer,Nerea,Cast
El_desorden_que_dejas_S01E03_End,Hanns Jörg Krumpholz,Tomas,Cast
El_desorden_que_dejas_S01E03_End,Gerrit Schmidt-Foß,Gabriel,Cast
El_desorden_que_dejas_S01E03_End,Philippa Jarke,Tere,Cast
El_desorden_que_dejas_S01E03_End,Bernhard Völger,Demetrio,Cast
El_desorden_que_dejas_S01E03_End,Sabina Trooger,Claudia,Cast
El_desorden_que_dejas_S01E03_End,Daniel Gärtner,Simón,Cast
El_desorden_que_dejas_S01E03_End,Ilka Teichmüller,Isa,Cast
El_desorden_que_dejas_S01E03_End,Ilona Schulz,Carmina,Cast
El_desorden_que_dejas_S01E03_End,Hans Bayer,Virucas's Father,Cast
El_desorden_que_dejas_S01E03_End,Sascha Werginz,,Cast
El_desorden_que_dejas_S01E03_End,Armin Schlagwein,,Cast
El_desorden_que_dejas_S01E03_End,Betty Förster,,Cast
El_desorden_que_dejas_S01E03_End,Annika Tenter,,Cast
El_desorden_que_dejas_S01E03_End,Franziska Endres,,Cast
El_desorden_que_dejas_S01E03_End,Alexander Gaida,,Cast
El_desorden_que_dejas_S01E03_End,Nando Schmitz,,Cast
El_desorden_que_dejas_S01E03_End,Dennis Sandmann,,Cast
El_desorden_que_dejas_S01E03_End,Mario Klischies,,Cast
El_desorden_que_dejas_S01E03_End,Stephan Baumecker,,Cast
El_desorden_que_dejas_S01E03_End,Tilmar Kuhn,,Cast
El_desorden_que_dejas_S01E03_End,Stefan Bräuler,,Cast
El_desorden_que_dejas_S01E03_End,Harriet Kracht,,Cast
El_desorden_que_dejas_S01E03_End,Anni C. Salander,,Cast
El_desorden_que_dejas_S01E03_End,Georgios Tzitzikos,,Cast
El_desorden_que_dejas_S01E03_End,NETFLIX,,Distributors
El_desorden_que_dejas_S01E03_End,INTERNATIONAL DUBBING,,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Igloo Music,Studio,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Timothy Cubbison,Production Supervisor,Production Managers
El_desorden_que_dejas_S01E03_End,Austin Snyder,Project Manager,Additional Crew
El_desorden_que_dejas_S01E03_End,Garrett Hanson,Adapter,Additional Crew
El_desorden_que_dejas_S01E03_End,Walter Ledesma,Mixer,Sound Department
El_desorden_que_dejas_S01E03_End,Timothy Cubbison,Dubbing Casting Lead,Casting Directors
El_desorden_que_dejas_S01E03_End,Gloria Iseli,Dubbing Director,Directors
El_desorden_que_dejas_S01E03_End,Christina Diamantara,Dubbing Director,Directors
El_desorden_que_dejas_S01E03_End,Gabriele Di Sazio,Assistant Director,Second Unit Directors or Assistant Directors
El_desorden_que_dejas_S01E03_End,Alex B. Kim,Assistant Director,Second Unit Directors or Assistant Directors
El_desorden_que_dejas_S01E03_End,Samuel Jay Richardson,Assistant Director,Second Unit Directors or Assistant Directors
El_desorden_que_dejas_S01E03_End,Josh Greenfield,Recordist,Sound Department
El_desorden_que_dejas_S01E03_End,Yoav Litman,Recordist,Sound Department
El_desorden_que_dejas_S01E03_End,Mateo Barragan,Recordist,Sound Department
El_desorden_que_dejas_S01E03_End,Erich Talaba,Recordist,Sound Department
El_desorden_que_dejas_S01E03_End,Josh Greenfield,Editor,Editorial Department
El_desorden_que_dejas_S01E03_End,Simon Guevara,Editor,Editorial Department
El_desorden_que_dejas_S01E03_End,Noah Hubbell,Editor,Editorial Department
El_desorden_que_dejas_S01E03_End,Lok-I Lu,Editor,Editorial Department
El_desorden_que_dejas_S01E03_End,Katie Byrne,Dubbing Assistant,Additional Crew
El_desorden_que_dejas_S01E03_End,Ronni Mardor,Dubbing Assistant,Additional Crew
El_desorden_que_dejas_S01E03_End,Olivia Baptista,Raquel,Cast
El_desorden_que_dejas_S01E03_End,Paul Galliano,Germán,Cast
El_desorden_que_dejas_S01E03_End,Sarah Elmaleh,Viruca,Cast
El_desorden_que_dejas_S01E03_End,Josh Aikin,Roi,Cast
El_desorden_que_dejas_S01E03_End,Sasha Jordan,Iago,Cast
El_desorden_que_dejas_S01E03_End,Peter Jessop,Mauro,Cast
El_desorden_que_dejas_S01E03_End,Freckle,Tere,Cast
El_desorden_que_dejas_S01E03_End,Garrett Wagner,Gabriel,Cast
El_desorden_que_dejas_S01E03_End,Amber Brooke,Nerea,Cast
El_desorden_que_dejas_S01E03_End,David Haack,Simón,Cast
El_desorden_que_dejas_S01E03_End,Catherine Cavadini,Carmina,Cast
El_desorden_que_dejas_S01E03_End,Mark Englehardt,Demetrio,Cast
El_desorden_que_dejas_S01E03_End,Richard Cansino,Tomas,Cast
El_desorden_que_dejas_S01E03_End,Susan Papa,Isa,Cast
El_desorden_que_dejas_S01E03_End,Brandon Bales,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Marley Estrada,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Julie Nathanson,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Jordan Tortorello,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Matt Anspach,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,John Bobek,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Riley Beres,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Jolene Andersen,Additional Cast,Cast
El_desorden_que_dejas_S01E03_End,Hiventy,Studio de Doublage,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Romain Hammelburg,Adaptation,Additional Crew
El_desorden_que_dejas_S01E03_End,Mathieu Richer,Directeur Artistique,Art Directors
El_desorden_que_dejas_S01E03_End,Damien Sauvestre,Preneur de son,Sound Department
El_desorden_que_dejas_S01E03_End,Stéphane Pottier,Mixage,Sound Department
El_desorden_que_dejas_S01E03_End,Chloé Renaud,Raquel,Cast
El_desorden_que_dejas_S01E03_End,Benjamin Lhommas,German,Cast
El_desorden_que_dejas_S01E03_End,Myrtille Bakouche,Viruca,Cast
El_desorden_que_dejas_S01E03_End,Joël Zaffarano,Mauro,Cast
El_desorden_que_dejas_S01E03_End,Sandrine Moaligou,Tere,Cast
El_desorden_que_dejas_S01E03_End,Tanguy Goasdoue,Gabriel,Cast
El_desorden_que_dejas_S01E03_End,Donald Reignoux,Iago,Cast
El_desorden_que_dejas_S01E03_End,SDI MEDIA,Doppiaggio Italiano e Sonorizzazione,Miscellaneous Companies
El_desorden_que_dejas_S01E03_End,Daniela Inserra,Direzione del doppiaggio,Additional Crew
El_desorden_que_dejas_S01E03_End,Marco Liguori,Dialoghi italiani,Additional Crew
El_desorden_que_dejas_S01E03_End,Francesca Manicone,Raquel,Cast
El_desorden_que_dejas_S01E03_End,Federica De Bortoli,Viruca,Cast
El_desorden_que_dejas_S01E03_End,Massimo Triggiani,Germán,Cast
