nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action;codice_corretto_imdb_umano;nome_corretto_umano
Vânia Alexandre;TRUE;Concha;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;;Vânia Alexandre;X;;
VÍCTOR MANUEL VIGO PRIETO;TRUE;DIT;Camera and Electrical Department;El desorden que dejas S01E03;;;VÍCTOR MANUEL VIGO PRIETO;X;;
VANESSA GARCÍA;TRUE;Ayudante de Montaje;Editorial Department;El desorden que dejas S01E03;;;VANESSA GARCÍA;X;;
VANESSA RUIZ-LÁRREA;TRUE;Directora Comercial;Additional Crew;El desorden que dejas S01E03;;;VANESSA RUIZ-LÁRREA;X;;
Walmir Barbosa;TRUE;Pai da Viruca;Dubbing;El desorden que dejas S01E03;Dubbing_Cast;;Walmir Barbosa;X;;
WILFREDO PIÑA;TRUE;Producción;Additional Crew;El desorden que dejas S01E03;;;WILFREDO PIÑA;X;;
XACOBE SANZ;TRUE;Director de Producción;Production Managers;El desorden que dejas S01E03;;;XACOBE SANZ;X;;
XAVI MOLAS HERNÁNDEZ;TRUE;Técnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03;;;XAVI MOLAS HERNÁNDEZ;X;;
XAVI SOUTO;TRUE;Sonido;Sound Department;El desorden que dejas S01E03;;;XAVI SOUTO;X;;
YOHANA SILVA;TRUE;Meritorias de Producción;Production Managers;El desorden que dejas S01E03;;;YOHANA SILVA;X;;
YURIV MACHOGAN JARKOVSKI;TRUE;Técnicos FX - In Extremis Film Services;Special Effects;El desorden que dejas S01E03;;;YURIV MACHOGAN JARKOVSKI;X;;
ADAM GASS;TRUE;digital editorial;Editorial Department;Eternal Sunshine of the Spotless Mind;;;ADAM GASS;X;;
ADRIAN SCARTASCINI;TRUE;assistants to mr. gondry;Additional Crew;Eternal Sunshine of the Spotless Mind;;;ADRIAN SCARTASCINI;X;;
ALEXANDRE LAFORTUNE;TRUE;3-d animators;Animation Department;Eternal Sunshine of the Spotless Mind;;;ALEXANDRE LAFORTUNE;X;;
ALISON BARTON;TRUE;grips;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;ALISON BARTON;X;;
ALISON NOROD;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;ALISON NOROD;X;;
AMY ROSEN;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;AMY ROSEN;X;;
ANASTASSIOS FILIPOS;TRUE;music editor;Music Department;Eternal Sunshine of the Spotless Mind;;;ANASTASSIOS FILIPOS;X;;
ANDRE TREJO;TRUE;hi-definition dailies and conforming by;Editorial Department;Eternal Sunshine of the Spotless Mind;;;ANDRE TREJO;X;;
ANDREW GOODMAN;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;ANDREW GOODMAN;X;;
ANNE CAREY;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;ANNE CAREY;X;;
Beck;TRUE;performed by;Music Department;Eternal Sunshine of the Spotless Mind;;;Beck;X;;
Beck;TRUE;produced by;Producers;Eternal Sunshine of the Spotless Mind;;;Beck;X;;
BENJAMIN CONABLE;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;BENJAMIN CONABLE;X;;
BOB ANDRES;TRUE;key grip;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;BOB ANDRES;X;;
BRENT EKSTRAND;TRUE;lead animator;Animation Department;Eternal Sunshine of the Spotless Mind;;;BRENT EKSTRAND;X;;
BRIAN BUTEAU;TRUE;set dressers;Set Decorators;Eternal Sunshine of the Spotless Mind;;;BRIAN BUTEAU;X;;
BRIAN PRICE;TRUE;young bullies;Cast;Eternal Sunshine of the Spotless Mind;;;BRIAN PRICE;X;;
CARA CZEKANSKI;TRUE;additional costumer;Costume and Wardrobe Department;Eternal Sunshine of the Spotless Mind;;;CARA CZEKANSKI;X;;
CARLOS GUERRA;TRUE;first assistant camera;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;CARLOS GUERRA;X;;
CHARLES CLARK;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;CHARLES CLARK;X;;
Charles-Auguste de Beriot;TRUE;by;Composers;Eternal Sunshine of the Spotless Mind;;;Charles-Auguste de Beriot;X;;
CHARLIE KAUFMAN;TRUE;story by;Writers;Eternal Sunshine of the Spotless Mind;;;CHARLIE KAUFMAN;X;;
CHARLIE KAUFMAN;TRUE;screenplay by;Writers;Eternal Sunshine of the Spotless Mind;;;CHARLIE KAUFMAN;X;;
CHRIS HOLMES;TRUE;additional music engineers;Music Department;Eternal Sunshine of the Spotless Mind;;;CHRIS HOLMES;X;;
CHRIS NORR;TRUE;camera operator;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;CHRIS NORR;X;;
CHRISTOPHER MARSH;TRUE;assistant location manager;Location Managers;Eternal Sunshine of the Spotless Mind;;;CHRISTOPHER MARSH;X;;
CORT HESSLER, III;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;;CORT HESSLER, III;X;;
CYNTHIA KAO;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;CYNTHIA KAO;X;;
CYRIL DRABINSKY;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;CYRIL DRABINSKY;X;;
D. MICHELLE JOHNSON;TRUE;key hairstylist;Makeup Department;Eternal Sunshine of the Spotless Mind;;;D. MICHELLE JOHNSON;X;;
D. SCOTT GAGNON;TRUE;set dressers;Set Decorators;Eternal Sunshine of the Spotless Mind;;;D. SCOTT GAGNON;X;;
DAN TRESCA;TRUE;location assistants;Location Managers;Eternal Sunshine of the Spotless Mind;;;DAN TRESCA;X;;
DANILO MORONI;TRUE;Fonico di mix;Dubbing_Sound;Eternal Sunshine of the Spotless Mind;Dubbing_Soung Department;;DANILO MORONI;X;;
DAVID A. SMITH;TRUE;assistant editor;Editorial Department;Eternal Sunshine of the Spotless Mind;;;DAVID A. SMITH;X;;
DAVID CROSS;TRUE;rob;Cast;Eternal Sunshine of the Spotless Mind;;;DAVID CROSS;X;;
DAVID CROSS;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;;DAVID CROSS;X;;
DAVID KOCH;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;DAVID KOCH;X;;
DEIRDRE O'CONNELL;TRUE;hollis;Cast;Eternal Sunshine of the Spotless Mind;;;DEIRDRE O'CONNELL;X;;
DEIRDRE O'CONNELL;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;;DEIRDRE O'CONNELL;X;;
DIANA VICTOR;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;DIANA VICTOR;X;;
Don Nelson;TRUE;written and performed by;Composers;Eternal Sunshine of the Spotless Mind;;;Don Nelson;X;;
DR. GWENN SMITH;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;DR. GWENN SMITH;X;;
DREW KUNIN;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;DREW KUNIN;X;;
E.J. EVANS;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;;E.J. EVANS;X;;
EDWARD BATTISTA;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;EDWARD BATTISTA;X;;
ELIJAH WOOD;TRUE;patrick;Cast;Eternal Sunshine of the Spotless Mind;;;ELIJAH WOOD;X;;
ELIJAH WOOD;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;;ELIJAH WOOD;X;;
ELIZABETH BONAVENTURA;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;;ELIZABETH BONAVENTURA;X;;
ELLEN POMPEO;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;ELLEN POMPEO;X;;
FRANCOIS LORD;TRUE;3-d animators;Animation Department;Eternal Sunshine of the Spotless Mind;;;FRANCOIS LORD;X;;
FRANCOIS METIVIER;TRUE;senior inferno artist;Visual Effects;Eternal Sunshine of the Spotless Mind;;;FRANCOIS METIVIER;X;;
GABRIEL TREMBLAY;TRUE;3-d animators;Animation Department;Eternal Sunshine of the Spotless Mind;;;GABRIEL TREMBLAY;X;;
GEORGE LARA;TRUE;foley mixer;Sound Department;Eternal Sunshine of the Spotless Mind;;;GEORGE LARA;X;;
GERRY ROBERT BYRNE;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;GERRY ROBERT BYRNE;X;;
GLENN SILVER;TRUE;3-d animators;Animation Department;Eternal Sunshine of the Spotless Mind;;;GLENN SILVER;X;;
HEIDI BIVENS;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;HEIDI BIVENS;X;;
HOLLIS JAMES HOFF;TRUE;camera scenic;Art Department;Eternal Sunshine of the Spotless Mind;;;HOLLIS JAMES HOFF;X;;
JAMES DONAHUE;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;;JAMES DONAHUE;X;;
JAMES F. KELLY;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;JAMES F. KELLY;X;;
JANE ADAMS;TRUE;carrie;Cast;Eternal Sunshine of the Spotless Mind;;;JANE ADAMS;X;;
JANE ADAMS;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;;JANE ADAMS;X;;
JEFF ROTH;TRUE;executive in charge of post production;Producers;Eternal Sunshine of the Spotless Mind;;;JEFF ROTH;X;;
JENNIFER PRAY;TRUE;music consultant;Music Department;Eternal Sunshine of the Spotless Mind;;;JENNIFER PRAY;X;;
JIM CARREY;TRUE;joel barish;Cast;Eternal Sunshine of the Spotless Mind;;;JIM CARREY;X;;
JIM CARREY;TRUE;;Cast;Eternal Sunshine of the Spotless Mind;;;JIM CARREY;X;;
JOHN ROCHE;TRUE;set dressers;Set Decorators;Eternal Sunshine of the Spotless Mind;;;JOHN ROCHE;X;;
JOHN SREDNICKI;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;JOHN SREDNICKI;X;;
JON BRION;TRUE;music conducted and produced by;Composers;Eternal Sunshine of the Spotless Mind;;;JON BRION;X;;
JON BRION;TRUE;music by;Composers;Eternal Sunshine of the Spotless Mind;;;JON BRION;X;;
Jon Brion;TRUE;produced by;Producers;Eternal Sunshine of the Spotless Mind;;;Jon Brion;X;;
JONATHAN GRAHAM;TRUE;key construction grips;Art Department;Eternal Sunshine of the Spotless Mind;;;JONATHAN GRAHAM;X;;
JULIE FONG;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;JULIE FONG;X;;
KAREN BAIRD;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;KAREN BAIRD;X;;
KATRINA WHALEN;TRUE;post production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;KATRINA WHALEN;X;;
KENNY BECKER;TRUE;deluxe color timer;Additional Crew;Eternal Sunshine of the Spotless Mind;;;KENNY BECKER;X;;
KEVIN DILLON;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;KEVIN DILLON;X;;
KEVIN MCKENNA;TRUE;video playback operator;Additional Crew;Eternal Sunshine of the Spotless Mind;;;KEVIN MCKENNA;X;;
LAURA KIGHTLINGER;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;LAURA KIGHTLINGER;X;;
LAURIE POWERS;TRUE;digital supervisor;Visual Effects;Eternal Sunshine of the Spotless Mind;;;LAURIE POWERS;X;;
LEON SILVERMAN;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;LEON SILVERMAN;X;;
LIESEL ELAIN DAVIS;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;;LIESEL ELAIN DAVIS;X;;
LINDA CHEN;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;;LINDA CHEN;X;;
LINDA CHEN;TRUE;ny casting assistants;Casting Directors;Eternal Sunshine of the Spotless Mind;;;LINDA CHEN;X;;
LORI MILLER;TRUE;digital compositors;Visual Effects;Eternal Sunshine of the Spotless Mind;;;LORI MILLER;X;;
MARK LANE-DAVIES;TRUE;scenics;Art Department;Eternal Sunshine of the Spotless Mind;;;MARK LANE-DAVIES;X;;
MARK SUMMERS;TRUE;best boy electric;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;MARK SUMMERS;X;;
MARKO COSTANZO;TRUE;foley artists;Sound Department;Eternal Sunshine of the Spotless Mind;;;MARKO COSTANZO;X;;
MARTIN GARNER;TRUE;computer graphics supervisor;Visual Effects;Eternal Sunshine of the Spotless Mind;;;MARTIN GARNER;X;;
MARTIN NOWLAN;TRUE;best boy rigging electric;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;MARTIN NOWLAN;X;;
MARTIN PELLETIER;TRUE;3-d animators;Animation Department;Eternal Sunshine of the Spotless Mind;;;MARTIN PELLETIER;X;;
MARY C. HOFFER;TRUE;digital compositors;Visual Effects;Eternal Sunshine of the Spotless Mind;;;MARY C. HOFFER;X;;
MATTHEW G. KING;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;MATTHEW G. KING;X;;
MAUREEN DUFFY;TRUE;completion guarantors;Additional Crew;Eternal Sunshine of the Spotless Mind;;;MAUREEN DUFFY;X;;
MICHAEL A. JACKMAN;TRUE;post production supervisor;Editorial Department;Eternal Sunshine of the Spotless Mind;;;MICHAEL A. JACKMAN;X;;
MICHAEL C. EASTER;TRUE;transportation co-captain;Transportation Department;Eternal Sunshine of the Spotless Mind;;;MICHAEL C. EASTER;X;;
MIGUEL JIMENEZ;TRUE;key construction electrics;Art Department;Eternal Sunshine of the Spotless Mind;;;MIGUEL JIMENEZ;X;;
MIKE EAVES;TRUE;digital intermediate;Editorial Department;Eternal Sunshine of the Spotless Mind;;;MIKE EAVES;X;;
MIKE RUSSO;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;;MIKE RUSSO;X;;
MOE FITZGERALD;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;MOE FITZGERALD;X;;
NATALIE N. DORSET;TRUE;assistant set decorator;Set Decorators;Eternal Sunshine of the Spotless Mind;;;NATALIE N. DORSET;X;;
NICHOLAS R. MILLER;TRUE;construction coordinators;Art Department;Eternal Sunshine of the Spotless Mind;;;NICHOLAS R. MILLER;X;;
NICK BELL;TRUE;production assistants;Additional Crew;Eternal Sunshine of the Spotless Mind;;;NICK BELL;X;;
PATRICK MCDONALD;TRUE;key set production assistant;Additional Crew;Eternal Sunshine of the Spotless Mind;;;PATRICK MCDONALD;X;;
PAUL DALEY;TRUE;rigging gaffer;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;PAUL DALEY;X;;
PAUL LITOWSKY;TRUE;young bullies;Cast;Eternal Sunshine of the Spotless Mind;;;PAUL LITOWSKY;X;;
PAULA SCHMIT;TRUE;completion guarantors;Additional Crew;Eternal Sunshine of the Spotless Mind;;;PAULA SCHMIT;X;;
PEE WEE PIEMONTE;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;;PEE WEE PIEMONTE;X;;
PETER GORDON;TRUE;music orchestrated by;Music Department;Eternal Sunshine of the Spotless Mind;;;PETER GORDON;X;;
PIERRE-SIMON LEBRUN-CHAPUT;TRUE;matte painter;Visual Effects;Eternal Sunshine of the Spotless Mind;;;PIERRE-SIMON LEBRUN-CHAPUT;X;;
R. VINCENT SMITH;TRUE;assistant property master;Art Department;Eternal Sunshine of the Spotless Mind;;;R. VINCENT SMITH;X;;
Rajesh Roshan;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;;Rajesh Roshan;X;;
RAYMOND FLYNN;TRUE;rigging electric;Camera and Electrical Department;Eternal Sunshine of the Spotless Mind;;;RAYMOND FLYNN;X;;
Richie Eaton;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;;Richie Eaton;X;;
ROBERTO ROSSI;TRUE;Direzione doppiaggio;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Directors;;ROBERTO ROSSI;X;;
ROBERTO ROSSI;TRUE;Adattamento dialoghi;Dubbing;Eternal Sunshine of the Spotless Mind;Dubbing_Adaptors;;ROBERTO ROSSI;X;;
ROMAN GRELLER;TRUE;set dressers;Set Decorators;Eternal Sunshine of the Spotless Mind;;;ROMAN GRELLER;X;;
RUTH A. DELEON;TRUE;on set dresser;Set Decorators;Eternal Sunshine of the Spotless Mind;;;RUTH A. DELEON;X;;
RYAN BEADLE;TRUE;i/o;Visual Effects;Eternal Sunshine of the Spotless Mind;;;RYAN BEADLE;X;;
RYAN WHITNEY;TRUE;young joel;Cast;Eternal Sunshine of the Spotless Mind;;;RYAN WHITNEY;X;;
S.D. Burman;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;;S.D. Burman;X;;
STEPHANE LOISELLE;TRUE;coordinators;Additional Crew;Eternal Sunshine of the Spotless Mind;;;STEPHANE LOISELLE;X;;
STEPHEN POPE;TRUE;stunt players;Stunts;Eternal Sunshine of the Spotless Mind;;;STEPHEN POPE;X;;
STEVE CALDWELL;TRUE;digital compositors;Visual Effects;Eternal Sunshine of the Spotless Mind;;;STEVE CALDWELL;X;;
STEVE VISSCHER;TRUE;foley editors;Sound Department;Eternal Sunshine of the Spotless Mind;;;STEVE VISSCHER;X;;
SUSAN MORSE;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;SUSAN MORSE;X;;
TED HOPE;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;TED HOPE;X;;
The Willowz;TRUE;performed by;Music Department;Eternal Sunshine of the Spotless Mind;;;The Willowz;X;;
THE ZACKS;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;THE ZACKS;X;;
THEODORE A. BROWN;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;THEODORE A. BROWN;X;;
THOMAS JAY RYAN;TRUE;frank;Cast;Eternal Sunshine of the Spotless Mind;;;THOMAS JAY RYAN;X;;
THOMAS NELSON;TRUE;sound mixer;Sound Department;Eternal Sunshine of the Spotless Mind;;;THOMAS NELSON;X;;
Timothy DeLaughter;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;;Timothy DeLaughter;X;;
TOM MOYER;TRUE;drivers;Transportation Department;Eternal Sunshine of the Spotless Mind;;;TOM MOYER;X;;
TOM WILKINSON;TRUE;dr. mierzwak;Cast;Eternal Sunshine of the Spotless Mind;;;TOM WILKINSON;X;;
TOM WILKINSON;TRUE;and;Cast;Eternal Sunshine of the Spotless Mind;;;TOM WILKINSON;X;;
VALERIE NOLAN;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;;VALERIE NOLAN;X;;
Varma Malik;TRUE;written by;Composers;Eternal Sunshine of the Spotless Mind;;;Varma Malik;X;;
VICTOR RASUK;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;VICTOR RASUK;X;;
WENDY COHEN;TRUE;clearances and product placement by;Additional Crew;Eternal Sunshine of the Spotless Mind;;;WENDY COHEN;X;;
WILL KEENAN;TRUE;special thanks to;Thanks;Eternal Sunshine of the Spotless Mind;;;WILL KEENAN;X;;
ZACHARY ZOPPA;TRUE;interns;Additional Crew;Eternal Sunshine of the Spotless Mind;;;ZACHARY ZOPPA;X;;
ZBIGNIEW KOUROS;TRUE;key construction grips;Art Department;Eternal Sunshine of the Spotless Mind;;;ZBIGNIEW KOUROS;X;;
"""BUTCH"" MONTGOMERY";TRUE;Propmaker Foremen;Art Department;Fight Club;;;"""BUTCH"" MONTGOMERY";X;;
ADAM PEARLMAN;TRUE;Set Dressers;Set Decorators;Fight Club;;;ADAM PEARLMAN;X;;
ALISON ABROHAMS;TRUE;Assistant to Ms. Chaffin;Additional Crew;Fight Club;;;ALISON ABROHAMS;X;;
ANDY SCUDIER;TRUE;Paint Foremen;Art Department;Fight Club;;;ANDY SCUDIER;X;;
ANGUS WALL;TRUE;Editorial Consultant;Editorial Department;Fight Club;;;ANGUS WALL;X;;
ARTHUR PIMENTEL;TRUE;Mold Maker;Special Effects;Fight Club;;;ARTHUR PIMENTEL;X;;
BENNIE E. MOORE, JR.;TRUE;Bus Driver with Broken Nose;Cast;Fight Club;;;BENNIE E. MOORE, JR.;X;;
Black Francis;TRUE;Written by;Composers;Fight Club;;;Black Francis;X;;
CAMILLA HENNEMAN;TRUE;Bob Suit Keyperson;Costume and Wardrobe Department;Fight Club;;;CAMILLA HENNEMAN;X;;
CAREY LEN SMITH;TRUE;Visual Effects Post Producer;Visual Effects;Fight Club;;;CAREY LEN SMITH;X;;
CARLOS SALDANHA;TRUE;Animation Supervisor;Animation Department;Fight Club;;;CARLOS SALDANHA;X;;
Cezame Argile;TRUE;Performed by;Composers;Fight Club;;;Cezame Argile;X;;
CHARLES W. BELISLE;TRUE;Set Dressers;Set Decorators;Fight Club;;;CHARLES W. BELISLE;X;;
CHARLIE DELL;TRUE;Doorman at Pearson Towers;Cast;Fight Club;;;CHARLIE DELL;X;;
CHRIS GRANTZ;TRUE;Set Dressers;Set Decorators;Fight Club;;;CHRIS GRANTZ;X;;
CHRISTIE CEAN GEORGE;TRUE;Casting Assistant;Casting Directors;Fight Club;;;CHRISTIE CEAN GEORGE;X;;
CHRISTOPHE-OLIVIER DUPUIS;TRUE;CG Supervisors;Visual Effects;Fight Club;;;CHRISTOPHE-OLIVIER DUPUIS;X;;
CHRISTOPHER HEETER;TRUE;Production Manager;Production Managers;Fight Club;;;CHRISTOPHER HEETER;X;;
CLINT TAYLOR;TRUE;Propmaker Foremen;Art Department;Fight Club;;;CLINT TAYLOR;X;;
CLIVE RICHARDS;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;;;CLIVE RICHARDS;X;;
CONRAD W. HALL;TRUE;Camera Operator;Camera and Electrical Department;Fight Club;;;CONRAD W. HALL;X;;
DANIEL LEMMON;TRUE;Digital Artists;Visual Effects;Fight Club;;;DANIEL LEMMON;X;;
Daniel May;TRUE;Written and Performed by;Composers;Fight Club;;;Daniel May;X;;
DAVE DIAMOND;TRUE;Rigging Best Boy Electric;Camera and Electrical Department;Fight Club;;;DAVE DIAMOND;X;;
DAVID ANDREWS;TRUE;Thomas at Remaining Men Together;Cast;Fight Club;;;DAVID ANDREWS;X;;
DAVID BAILEY;TRUE;Matte Painter;Visual Effects;Fight Club;;;DAVID BAILEY;X;;
DAVID BRENNER;TRUE;Propmaker Foremen;Art Department;Fight Club;;;DAVID BRENNER;X;;
DAVID JEAN-THOMAS;TRUE;Policeman;Cast;Fight Club;;;DAVID JEAN-THOMAS;X;;
DAVID LEE SMITH;TRUE;Walter;Cast;Fight Club;;;DAVID LEE SMITH;X;;
DAVID ORR;TRUE;Color Timer;Editorial Department;Fight Club;;;DAVID ORR;X;;
DAVID PARKER;TRUE;Re-recording Mixers;Sound Department;Fight Club;;;DAVID PARKER;X;;
DAVID STERN;TRUE;Digital Compositors;Visual Effects;Fight Club;;;DAVID STERN;X;;
"DERRELL ""SHAWN"" ROBERTS";TRUE;Special Effects;Special Effects;Fight Club;;;"DERRELL ""SHAWN"" ROBERTS";X;;
Dory;TRUE;Words and Music by;Composers;Fight Club;;;Dory;X;;
DOUG SIECK;TRUE;Set Dressers;Set Decorators;Fight Club;;;DOUG SIECK;X;;
EDWARD KOWALCZYK;TRUE;Waiter at Clifton's;Cast;Fight Club;;;EDWARD KOWALCZYK;X;;
EDWARD NORTON;TRUE;;Cast;Fight Club;;;EDWARD NORTON;X;;
EDWARD NORTON;TRUE;Narrator;Cast;Fight Club;;;EDWARD NORTON;X;;
EWA SZTOMPKE-OATFIELD;TRUE;Dialogue Editors;Sound Department;Fight Club;;;EWA SZTOMPKE-OATFIELD;X;;
Franki Hulme;TRUE;Written by;Composers;Fight Club;;;Franki Hulme;X;;
FRIDA ARADOTTIR;TRUE;Key Hair Stylist;Makeup Department;Fight Club;;;FRIDA ARADOTTIR;X;;
FRITZ ARCHER;TRUE;Digital Effects Editor;Visual Effects;Fight Club;;;FRITZ ARCHER;X;;
GEORGE MAGUIRE;TRUE;Group Leader - Remaining Men Together;Cast;Fight Club;;;GEORGE MAGUIRE;X;;
GEORGE W. STOKES, JR.;TRUE;Propmaker Foremen;Art Department;Fight Club;;;GEORGE W. STOKES, JR.;X;;
Greg Ellis;TRUE;Composed by;Composers;Fight Club;;;Greg Ellis;X;;
GREGORY N. ROCCO;TRUE;On Set Dresser;Set Decorators;Fight Club;;;GREGORY N. ROCCO;X;;
Guy Moon;TRUE;Music by;Composers;Fight Club;;;Guy Moon;X;;
Guy Moon;TRUE;Produced by;Producers;Fight Club;;;Guy Moon;X;;
JAIME ANDRES CASTANEDA;TRUE;Animators;Animation Department;Fight Club;;;JAIME ANDRES CASTANEDA;X;;
JAMES NOBLE;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;;;JAMES NOBLE;X;;
JAY R. HART;TRUE;Set Decorator;Set Decorators;Fight Club;;;JAY R. HART;X;;
JEFF CAMPBELL;TRUE;Digital Effects Compositor;Visual Effects;Fight Club;;;JEFF CAMPBELL;X;;
Jeff Haskell;TRUE;Arrangement by;Music Department;Fight Club;;;Jeff Haskell;X;;
JEFFREY RODERICK WOODS;TRUE;Production Assistants;Additional Crew;Fight Club;;;JEFFREY RODERICK WOODS;X;;
JIM C. DAVIDSON;TRUE;Production Accountant;Additional Crew;Fight Club;;;JIM C. DAVIDSON;X;;
JIM RUTHERFORD;TRUE;3D Animator;Animation Department;Fight Club;;;JIM RUTHERFORD;X;;
JOHN CONNOR;TRUE;First Assistant Camera;Camera and Electrical Department;Fight Club;;;JOHN CONNOR;X;;
JOHN GRANT;TRUE;Set Dressers;Set Decorators;Fight Club;;;JOHN GRANT;X;;
John King;TRUE;Score Arranged, Recorded and Mixed by (The Dust Brothers);Composers;Fight Club;;;John King;X;;
John King;TRUE;Original Music Composed by;Composers;Fight Club;;;John King;X;;
John Leach;TRUE;Written by;Composers;Fight Club;;;John Leach;X;;
John Wolfenden;TRUE;Written by;Composers;Fight Club;;;John Wolfenden;X;;
JOON B. KIM;TRUE;Raymond K. Hessel;Cast;Fight Club;;;JOON B. KIM;X;;
JULIA LEVINE;TRUE;Set Designers;Art Department;Fight Club;;;JULIA LEVINE;X;;
JULIE ANN SNOW;TRUE;2nd Assistant Accountants;Additional Crew;Fight Club;;;JULIE ANN SNOW;X;;
Junk Ferry;TRUE;Performed by;Composers;Fight Club;;;Junk Ferry;X;;
K. Moo;TRUE;Written by;Composers;Fight Club;;;K. Moo;X;;
KAI BLOMBERG;TRUE;Set Dressers;Set Decorators;Fight Club;;;KAI BLOMBERG;X;;
Kenton Hulme;TRUE;Written by;Composers;Fight Club;;;Kenton Hulme;X;;
KEVIN PIKE;TRUE;Special Effects;Special Effects;Fight Club;;;KEVIN PIKE;X;;
KIERON ESTRADA;TRUE;Production Assistants;Additional Crew;Fight Club;;;KIERON ESTRADA;X;;
KYRSTEN COMOGLIO;TRUE;Conforming Sound Editors;Sound Department;Fight Club;;;KYRSTEN COMOGLIO;X;;
LAUREN LITTLETON;TRUE;Visual Effects Coordinator;Visual Effects;Fight Club;;;LAUREN LITTLETON;X;;
Leo Robin;TRUE;Composed by;Composers;Fight Club;;;Leo Robin;X;;
LESLIE McMINN;TRUE;Visual Effects Assistant;Visual Effects;Fight Club;;;LESLIE McMINN;X;;
"LISA ""COCONUT"" GUERRIERO";TRUE;Second Assistant Camera;Camera and Electrical Department;Fight Club;;;"LISA ""COCONUT"" GUERRIERO";X;;
M. Petrie;TRUE;Written by;Composers;Fight Club;;;M. Petrie;X;;
